text_id,model,paragraph_id_1,paragraph_number_1,paragraph_id_2,paragraph_number_2,lemma,upos,lemma_group,pronoun_form_group,n_adjacent_transitions
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,neu,ADJ,content_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,viel,ADJ,content_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,zunehmen,ADJ,content_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,für,ADP,other_function_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,in,ADP,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,von,ADP,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,auch,ADV,content_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,nur,ADV,content_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,wie,ADV,content_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,können,AUX,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,sein,AUX,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,werden,AUX,other_function_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,denn,CCONJ,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,sondern,CCONJ,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,und,CCONJ,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,die,DET,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,dies,DET,other_function_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,eine,DET,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,digitalisierung,NOUN,content_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,herausforderung,NOUN,content_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,technologie,NOUN,content_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,nicht,PART,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,zu,PART,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,die,PRON,pronoun,potential_nominal_or_relative_reference,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,es,PRON,pronoun,referential_or_nonreferential_ambiguous,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,sich,PRON,pronoun,reflexive,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,wir,PRON,pronoun,speaker_group_reference,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,dass,SCONJ,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,1,BASIC_CHATGPT_NATIVE_001_P02,2,gelten,VERB,content_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,sozial,ADJ,content_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,technisch,ADJ,content_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,viel,ADJ,content_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,an,ADP,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,für,ADP,other_function_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,in,ADP,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,zur,ADP,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,auch,ADV,content_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,nur,ADV,content_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,können,AUX,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,sein,AUX,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,werden,AUX,other_function_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,als,CCONJ,other_function_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,und,CCONJ,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,wie,CCONJ,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,den,DET,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,die,DET,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,dies,DET,other_function_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,einer,DET,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,digitalisierung,NOUN,content_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,fähigkeit,NOUN,content_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,technologie,NOUN,content_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,zukunft,NOUN,content_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,nicht,PART,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,zu,PART,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,die,PRON,pronoun,potential_nominal_or_relative_reference,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,es,PRON,pronoun,referential_or_nonreferential_ambiguous,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,sein,PRON,pronoun,potential_possessive_reference,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,sich,PRON,pronoun,reflexive,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,dass,SCONJ,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,um,SCONJ,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,2,BASIC_CHATGPT_NATIVE_001_P03,3,erfordern,VERB,content_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,in,ADP,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,auch,ADV,content_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,nur,ADV,content_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,können,AUX,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,sein,AUX,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,als,CCONJ,other_function_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,und,CCONJ,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,das,DET,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,der,DET,other_function_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,die,DET,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,digitalisierung,NOUN,content_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,fähigkeit,NOUN,content_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,lage,NOUN,content_word,,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,zukunft,NOUN,content_word,,2
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,nicht,PART,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,zu,PART,other_function_word,,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,es,PRON,pronoun,referential_or_nonreferential_ambiguous,3
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,3,BASIC_CHATGPT_NATIVE_001_P04,4,dass,SCONJ,other_function_word,,3
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,von,ADP,other_function_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,sein,AUX,other_function_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,werden,AUX,other_function_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,und,CCONJ,other_function_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,die,DET,other_function_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,arbeitskraft,NOUN,content_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,digitalisierung,NOUN,content_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,tätigkeit,NOUN,content_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,zukunft,NOUN,content_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,die,PRON,pronoun,potential_nominal_or_relative_reference,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,es,PRON,pronoun,referential_or_nonreferential_ambiguous,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,sein,PRON,pronoun,potential_possessive_reference,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,sich,PRON,pronoun,reflexive,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,wer,PRON,pronoun,interrogative_or_relative_reference,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,1,BASIC_CLAUDE_NATIVE_001_P02,2,geben,VERB,content_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,unverzichtbar,ADJ,content_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,zu,ADP,other_function_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,sein,AUX,other_function_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,werden,AUX,other_function_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,und,CCONJ,other_function_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,der,DET,other_function_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,die,DET,other_function_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,technologie,NOUN,content_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,zukunft,NOUN,content_word,,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,zu,PART,other_function_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,die,PRON,pronoun,potential_nominal_or_relative_reference,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,sein,PRON,pronoun,potential_possessive_reference,2
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,um,SCONJ,other_function_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,bleiben,VERB,content_word,,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,2,BASIC_CLAUDE_NATIVE_001_P03,3,gelten,VERB,content_word,,1
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,1,BASIC_GEMINI_NATIVE_001_P02,2,in,ADP,other_function_word,,2
