text_id,model,paragraph_id,sentence_id,segment_order,connector_type,terms,n_connectors,segment_id,valid_vector,next_sentence_id,next_segment_id,normalized_position,transition_id,cc_score
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,2,1,CCONJ,und,1,BASIC_CHATGPT_NATIVE_001_2_CCONJ,TRUE,3,BASIC_CHATGPT_NATIVE_001_3_CCONJ,0,BASIC_CHATGPT_NATIVE_001_2_3_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,3,2,CCONJ,,0,BASIC_CHATGPT_NATIVE_001_3_CCONJ,FALSE,4,BASIC_CHATGPT_NATIVE_001_4_CCONJ,0.047619047619047616,BASIC_CHATGPT_NATIVE_001_3_4_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,4,3,CCONJ,denn,1,BASIC_CHATGPT_NATIVE_001_4_CCONJ,TRUE,5,BASIC_CHATGPT_NATIVE_001_5_CCONJ,0.09523809523809523,BASIC_CHATGPT_NATIVE_001_4_5_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,5,4,CCONJ,,0,BASIC_CHATGPT_NATIVE_001_5_CCONJ,FALSE,6,BASIC_CHATGPT_NATIVE_001_6_CCONJ,0.14285714285714285,BASIC_CHATGPT_NATIVE_001_5_6_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,6,5,CCONJ,und,1,BASIC_CHATGPT_NATIVE_001_6_CCONJ,TRUE,7,BASIC_CHATGPT_NATIVE_001_7_CCONJ,0.19047619047619047,BASIC_CHATGPT_NATIVE_001_6_7_CCONJ,-0.09893870467565673
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,7,6,CCONJ,sondern,1,BASIC_CHATGPT_NATIVE_001_7_CCONJ,TRUE,8,BASIC_CHATGPT_NATIVE_001_8_CCONJ,0.23809523809523808,BASIC_CHATGPT_NATIVE_001_7_8_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,8,7,CCONJ,,0,BASIC_CHATGPT_NATIVE_001_8_CCONJ,FALSE,10,BASIC_CHATGPT_NATIVE_001_10_CCONJ,0.2857142857142857,BASIC_CHATGPT_NATIVE_001_8_10_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,10,8,CCONJ,,0,BASIC_CHATGPT_NATIVE_001_10_CCONJ,FALSE,11,BASIC_CHATGPT_NATIVE_001_11_CCONJ,0.3333333333333333,BASIC_CHATGPT_NATIVE_001_10_11_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,11,9,CCONJ,wie und als,3,BASIC_CHATGPT_NATIVE_001_11_CCONJ,TRUE,12,BASIC_CHATGPT_NATIVE_001_12_CCONJ,0.38095238095238093,BASIC_CHATGPT_NATIVE_001_11_12_CCONJ,0.3624204020377347
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,12,10,CCONJ,und,1,BASIC_CHATGPT_NATIVE_001_12_CCONJ,TRUE,13,BASIC_CHATGPT_NATIVE_001_13_CCONJ,0.42857142857142855,BASIC_CHATGPT_NATIVE_001_12_13_CCONJ,0.9999999999999996
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,13,11,CCONJ,und,1,BASIC_CHATGPT_NATIVE_001_13_CCONJ,TRUE,14,BASIC_CHATGPT_NATIVE_001_14_CCONJ,0.47619047619047616,BASIC_CHATGPT_NATIVE_001_13_14_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,14,12,CCONJ,,0,BASIC_CHATGPT_NATIVE_001_14_CCONJ,FALSE,15,BASIC_CHATGPT_NATIVE_001_15_CCONJ,0.5238095238095238,BASIC_CHATGPT_NATIVE_001_14_15_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,15,13,CCONJ,denn sondern und,3,BASIC_CHATGPT_NATIVE_001_15_CCONJ,TRUE,16,BASIC_CHATGPT_NATIVE_001_16_CCONJ,0.5714285714285714,BASIC_CHATGPT_NATIVE_001_15_16_CCONJ,-0.18650861442574793
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,16,14,CCONJ,und,1,BASIC_CHATGPT_NATIVE_001_16_CCONJ,TRUE,18,BASIC_CHATGPT_NATIVE_001_18_CCONJ,0.6190476190476191,BASIC_CHATGPT_NATIVE_001_16_18_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,18,15,CCONJ,,0,BASIC_CHATGPT_NATIVE_001_18_CCONJ,FALSE,19,BASIC_CHATGPT_NATIVE_001_19_CCONJ,0.6666666666666666,BASIC_CHATGPT_NATIVE_001_18_19_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,19,16,CCONJ,jedoch wie oder,3,BASIC_CHATGPT_NATIVE_001_19_CCONJ,TRUE,20,BASIC_CHATGPT_NATIVE_001_20_CCONJ,0.7142857142857143,BASIC_CHATGPT_NATIVE_001_19_20_CCONJ,-0.028729182313394525
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,20,17,CCONJ,und,1,BASIC_CHATGPT_NATIVE_001_20_CCONJ,TRUE,21,BASIC_CHATGPT_NATIVE_001_21_CCONJ,0.7619047619047619,BASIC_CHATGPT_NATIVE_001_20_21_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,21,18,CCONJ,,0,BASIC_CHATGPT_NATIVE_001_21_CCONJ,FALSE,22,BASIC_CHATGPT_NATIVE_001_22_CCONJ,0.8095238095238095,BASIC_CHATGPT_NATIVE_001_21_22_CCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,22,19,CCONJ,und,1,BASIC_CHATGPT_NATIVE_001_22_CCONJ,TRUE,23,BASIC_CHATGPT_NATIVE_001_23_CCONJ,0.8571428571428571,BASIC_CHATGPT_NATIVE_001_22_23_CCONJ,0.07672827274759117
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,23,20,CCONJ,als,1,BASIC_CHATGPT_NATIVE_001_23_CCONJ,TRUE,24,BASIC_CHATGPT_NATIVE_001_24_CCONJ,0.9047619047619048,BASIC_CHATGPT_NATIVE_001_23_24_CCONJ,1.0000000000000002
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P04,24,21,CCONJ,als,1,BASIC_CHATGPT_NATIVE_001_24_CCONJ,TRUE,25,BASIC_CHATGPT_NATIVE_001_25_CCONJ,0.9523809523809523,BASIC_CHATGPT_NATIVE_001_24_25_CCONJ,-0.02492911046588519
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P04,25,22,CCONJ,und sondern,2,BASIC_CHATGPT_NATIVE_001_25_CCONJ,TRUE,26,BASIC_CHATGPT_NATIVE_001_26_CCONJ,1,BASIC_CHATGPT_NATIVE_001_25_26_CCONJ,0.9999999999999999
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,2,1,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_2_SCONJ,FALSE,3,BASIC_CHATGPT_NATIVE_001_3_SCONJ,0,BASIC_CHATGPT_NATIVE_001_2_3_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,3,2,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_3_SCONJ,FALSE,4,BASIC_CHATGPT_NATIVE_001_4_SCONJ,0.047619047619047616,BASIC_CHATGPT_NATIVE_001_3_4_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,4,3,SCONJ,dass,1,BASIC_CHATGPT_NATIVE_001_4_SCONJ,TRUE,5,BASIC_CHATGPT_NATIVE_001_5_SCONJ,0.09523809523809523,BASIC_CHATGPT_NATIVE_001_4_5_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,5,4,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_5_SCONJ,FALSE,6,BASIC_CHATGPT_NATIVE_001_6_SCONJ,0.14285714285714285,BASIC_CHATGPT_NATIVE_001_5_6_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,6,5,SCONJ,dass,1,BASIC_CHATGPT_NATIVE_001_6_SCONJ,TRUE,7,BASIC_CHATGPT_NATIVE_001_7_SCONJ,0.19047619047619047,BASIC_CHATGPT_NATIVE_001_6_7_SCONJ,1
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,7,6,SCONJ,dass,1,BASIC_CHATGPT_NATIVE_001_7_SCONJ,TRUE,8,BASIC_CHATGPT_NATIVE_001_8_SCONJ,0.23809523809523808,BASIC_CHATGPT_NATIVE_001_7_8_SCONJ,-0.0015557478076254593
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P01,8,7,SCONJ,während,1,BASIC_CHATGPT_NATIVE_001_8_SCONJ,TRUE,10,BASIC_CHATGPT_NATIVE_001_10_SCONJ,0.2857142857142857,BASIC_CHATGPT_NATIVE_001_8_10_SCONJ,-0.001555747807625442
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,10,8,SCONJ,dass dass,2,BASIC_CHATGPT_NATIVE_001_10_SCONJ,TRUE,11,BASIC_CHATGPT_NATIVE_001_11_SCONJ,0.3333333333333333,BASIC_CHATGPT_NATIVE_001_10_11_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,11,9,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_11_SCONJ,FALSE,12,BASIC_CHATGPT_NATIVE_001_12_SCONJ,0.38095238095238093,BASIC_CHATGPT_NATIVE_001_11_12_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,12,10,SCONJ,dass,1,BASIC_CHATGPT_NATIVE_001_12_SCONJ,TRUE,13,BASIC_CHATGPT_NATIVE_001_13_SCONJ,0.42857142857142855,BASIC_CHATGPT_NATIVE_001_12_13_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,13,11,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_13_SCONJ,FALSE,14,BASIC_CHATGPT_NATIVE_001_14_SCONJ,0.47619047619047616,BASIC_CHATGPT_NATIVE_001_13_14_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,14,12,SCONJ,um,1,BASIC_CHATGPT_NATIVE_001_14_SCONJ,TRUE,15,BASIC_CHATGPT_NATIVE_001_15_SCONJ,0.5238095238095238,BASIC_CHATGPT_NATIVE_001_14_15_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,15,13,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_15_SCONJ,FALSE,16,BASIC_CHATGPT_NATIVE_001_16_SCONJ,0.5714285714285714,BASIC_CHATGPT_NATIVE_001_15_16_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P02,16,14,SCONJ,indem,1,BASIC_CHATGPT_NATIVE_001_16_SCONJ,TRUE,18,BASIC_CHATGPT_NATIVE_001_18_SCONJ,0.6190476190476191,BASIC_CHATGPT_NATIVE_001_16_18_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,18,15,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_18_SCONJ,FALSE,19,BASIC_CHATGPT_NATIVE_001_19_SCONJ,0.6666666666666666,BASIC_CHATGPT_NATIVE_001_18_19_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,19,16,SCONJ,dass,1,BASIC_CHATGPT_NATIVE_001_19_SCONJ,TRUE,20,BASIC_CHATGPT_NATIVE_001_20_SCONJ,0.7142857142857143,BASIC_CHATGPT_NATIVE_001_19_20_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,20,17,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_20_SCONJ,FALSE,21,BASIC_CHATGPT_NATIVE_001_21_SCONJ,0.7619047619047619,BASIC_CHATGPT_NATIVE_001_20_21_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,21,18,SCONJ,dass,1,BASIC_CHATGPT_NATIVE_001_21_SCONJ,TRUE,22,BASIC_CHATGPT_NATIVE_001_22_SCONJ,0.8095238095238095,BASIC_CHATGPT_NATIVE_001_21_22_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,22,19,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_22_SCONJ,FALSE,23,BASIC_CHATGPT_NATIVE_001_23_SCONJ,0.8571428571428571,BASIC_CHATGPT_NATIVE_001_22_23_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P03,23,20,SCONJ,um,1,BASIC_CHATGPT_NATIVE_001_23_SCONJ,TRUE,24,BASIC_CHATGPT_NATIVE_001_24_SCONJ,0.9047619047619048,BASIC_CHATGPT_NATIVE_001_23_24_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P04,24,21,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_24_SCONJ,FALSE,25,BASIC_CHATGPT_NATIVE_001_25_SCONJ,0.9523809523809523,BASIC_CHATGPT_NATIVE_001_24_25_SCONJ,NA
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_P04,25,22,SCONJ,,0,BASIC_CHATGPT_NATIVE_001_25_SCONJ,FALSE,26,BASIC_CHATGPT_NATIVE_001_26_SCONJ,1,BASIC_CHATGPT_NATIVE_001_25_26_SCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,2,1,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_2_CCONJ,FALSE,3,BASIC_CLAUDE_NATIVE_001_3_CCONJ,0,BASIC_CLAUDE_NATIVE_001_2_3_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,3,2,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_3_CCONJ,FALSE,4,BASIC_CLAUDE_NATIVE_001_4_CCONJ,0.045454545454545456,BASIC_CLAUDE_NATIVE_001_3_4_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,4,3,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_4_CCONJ,FALSE,5,BASIC_CLAUDE_NATIVE_001_5_CCONJ,0.09090909090909091,BASIC_CLAUDE_NATIVE_001_4_5_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,5,4,CCONJ,denn,1,BASIC_CLAUDE_NATIVE_001_5_CCONJ,TRUE,6,BASIC_CLAUDE_NATIVE_001_6_CCONJ,0.13636363636363635,BASIC_CLAUDE_NATIVE_001_5_6_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,6,5,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_6_CCONJ,FALSE,7,BASIC_CLAUDE_NATIVE_001_7_CCONJ,0.18181818181818182,BASIC_CLAUDE_NATIVE_001_6_7_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P01,7,6,CCONJ,und und,2,BASIC_CLAUDE_NATIVE_001_7_CCONJ,TRUE,9,BASIC_CLAUDE_NATIVE_001_9_CCONJ,0.22727272727272727,BASIC_CLAUDE_NATIVE_001_7_9_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,9,7,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_9_CCONJ,FALSE,10,BASIC_CLAUDE_NATIVE_001_10_CCONJ,0.2727272727272727,BASIC_CLAUDE_NATIVE_001_9_10_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,10,8,CCONJ,und,1,BASIC_CLAUDE_NATIVE_001_10_CCONJ,TRUE,11,BASIC_CLAUDE_NATIVE_001_11_CCONJ,0.3181818181818182,BASIC_CLAUDE_NATIVE_001_10_11_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,11,9,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_11_CCONJ,FALSE,12,BASIC_CLAUDE_NATIVE_001_12_CCONJ,0.36363636363636365,BASIC_CLAUDE_NATIVE_001_11_12_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,12,10,CCONJ,als,1,BASIC_CLAUDE_NATIVE_001_12_CCONJ,TRUE,13,BASIC_CLAUDE_NATIVE_001_13_CCONJ,0.4090909090909091,BASIC_CLAUDE_NATIVE_001_12_13_CCONJ,1.0000000000000002
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,13,11,CCONJ,als,1,BASIC_CLAUDE_NATIVE_001_13_CCONJ,TRUE,14,BASIC_CLAUDE_NATIVE_001_14_CCONJ,0.45454545454545453,BASIC_CLAUDE_NATIVE_001_13_14_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,14,12,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_14_CCONJ,FALSE,15,BASIC_CLAUDE_NATIVE_001_15_CCONJ,0.5,BASIC_CLAUDE_NATIVE_001_14_15_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,15,13,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_15_CCONJ,FALSE,16,BASIC_CLAUDE_NATIVE_001_16_CCONJ,0.5454545454545454,BASIC_CLAUDE_NATIVE_001_15_16_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,16,14,CCONJ,und und,2,BASIC_CLAUDE_NATIVE_001_16_CCONJ,TRUE,17,BASIC_CLAUDE_NATIVE_001_17_CCONJ,0.5909090909090909,BASIC_CLAUDE_NATIVE_001_16_17_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,17,15,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_17_CCONJ,FALSE,18,BASIC_CLAUDE_NATIVE_001_18_CCONJ,0.6363636363636364,BASIC_CLAUDE_NATIVE_001_17_18_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,18,16,CCONJ,,0,BASIC_CLAUDE_NATIVE_001_18_CCONJ,FALSE,19,BASIC_CLAUDE_NATIVE_001_19_CCONJ,0.6818181818181818,BASIC_CLAUDE_NATIVE_001_18_19_CCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P03,19,17,CCONJ,und und,2,BASIC_CLAUDE_NATIVE_001_19_CCONJ,TRUE,20,BASIC_CLAUDE_NATIVE_001_20_CCONJ,0.7272727272727273,BASIC_CLAUDE_NATIVE_001_19_20_CCONJ,-0.0967579013954894
